node_names,edges,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
Lomographa_bimaculata,0.013037,12.745553,18.728588,16.2025,22.572405,19.040304,27.779657,21.666414,33.288124,24.755733,38.508614,27.977219,43.657497,31.519115,48.1161,35.121403,52.739773,38.987514,56.942844,42.693195,61.486362,47.496704,64.97933,52.984062,66.524216,58.77576,66.95295,64.81625,66.293846,70.71359,64.596115,76.33223,62.648388,81.65493,60.10011,86.368034,56.120827,90.90439,51.9991,94.73353,47.27855,97.88008,42.14367,99.93168,36.472416,100.84771,30.693378,100.70621,24.973965,99.22024,19.437496,96.34727,14.614597,91.99145,10.898866,86.98533,7.8752875,81.34405,5.4362025,76.82835,2.4949176,83.597595,0.5382422,91.873474,-0.47018075,99.577156,-2.8061912,105.47747,-7.763945,110.46963,-13.687141,114.06263,-20.572565,117.0511,-27.97385,118.58312,-36.057877,119.46674,-44.28794,119.59165,-52.561226,118.76914,-60.94021,116.952286,-68.99939,112.9628,-75.16576,105.76506,-77.38943,97.84187,-76.014,90.24374,-73.54215,82.78761,-70.32404,75.82548,-66.66808,68.938965,-62.47402,62.24062,-57.939274,55.522823,-53.326412,48.805244,-48.476635,42.01808,-43.938362,35.559357,-39.84448,29.842453,-35.138832,24.004175,-30.298641,17.963411,-24.884798,12.874325,-19.04124,7.9744267,-13.689558,-9.845158,-11.153848,-14.942653,-16.90583,-19.476492,-23.126215,-24.588255,-28.577887,-30.680912,-34.249653,-36.632046,-38.995674,-43.36213,-44.04546,-50.218994,-49.16534,-57.029675,-54.105965,-63.893764,-59.164257,-70.71909,-63.91554,-77.717735,-68.366974,-85.205795,-72.08463,-92.513115,-74.79637,-100.17591,-77.64943,-107.8699,-77.7895,-113.94407,-74.85274,-117.947815,-68.48108,-119.69264,-60.486835,-120.428894,-51.988064,-120.77749,-43.517197,-119.62214,-35.327126,-117.25403,-27.602203,-113.90532,-20.096252,-109.62996,-13.219659,-104.55298,-7.457695,-98.07553,-3.3446736,-90.60251,-0.74312985,-81.914505,-0.07056772,-73.98472,1.3840789,-78.418655,4.565054,-84.165794,6.781633,-89.479034,9.60857,-94.358635,13.317573,-97.94175,18.080889,-100.43535,23.436443,-100.59308,29.453463,-99.55877,35.317596,-97.75338,41.08782,-94.76687,46.536716,-91.39631,51.57229,-87.00791,55.955124,-81.886215,59.172066,-76.59424,62.110245,-70.94276,64.47409,-65.11029,66.261665,-58.945385,67.6373,-52.754837,67.025635,-47.39359,65.20173,-42.3826,61.944756,-37.599808,58.15664,-33.431324,53.901165,-29.94664,49.083054,-26.319004,44.365704,-23.323795,39.07793,-20.532072,33.513412,-17.792305,27.951725,-14.71382,22.580246,-11.464778,19.10899
Lomographa_temerata,0.013309,13.109706,20.28201,16.65969,24.39724,18.96801,29.97009,21.416235,35.33593,24.235977,40.544556,27.385551,45.315914,31.114653,50.09532,34.784378,54.847954,39.079037,59.131992,44.02438,62.383064,49.166946,65.14445,54.537216,67.46109,60.488487,68.1517,66.551994,66.79861,72.26503,64.6416,77.92458,62.07043,83.16134,58.967594,88.11687,55.038387,92.492226,50.585598,95.77458,45.530228,98.453156,40.065548,100.4718,34.332275,101.56994,28.183435,101.21405,21.978851,99.165405,16.254377,95.662186,11.269936,91.036064,7.3230443,85.65167,4.535017,79.967606,2.3771825,74.77023,-0.13564299,81.14851,-1.7787584,88.999596,-2.7033355,96.71603,-4.5027776,103.57004,-7.8477416,108.523636,-13.44526,112.54373,-20.02767,115.29007,-27.272858,116.90024,-35.131523,117.61344,-42.88481,117.15597,-50.84267,116.57637,-58.760723,114.74458,-66.400406,111.44313,-73.37131,105.67091,-77.5066,97.947266,-77.176834,90.77051,-74.920425,84.15158,-71.67385,77.458534,-67.83067,70.81713,-63.73649,64.18558,-59.372414,57.76863,-54.779938,51.49752,-49.90532,45.27309,-45.016464,38.902325,-39.971222,32.94484,-35.23096,27.052717,-29.979507,21.043468,-24.531088,15.642461,-18.933208,10.554017,-13.644473,-10.125888,-13.390273,-15.241652,-19.122585,-20.93904,-25.144533,-26.895826,-30.613049,-33.026104,-35.9433,-39.370567,-41.050323,-45.8508,-45.877083,-52.21952,-50.75516,-58.638897,-55.697826,-64.85335,-60.26563,-71.52055,-64.49495,-78.06929,-68.78737,-84.82639,-72.518196,-91.75866,-75.68491,-99.35162,-78.06796,-107.34456,-78.24028,-112.175545,-72.739555,-115.11077,-65.484886,-116.576004,-57.49038,-117.29509,-49.480194,-117.45433,-41.338646,-116.600716,-33.143883,-114.62448,-25.431873,-111.51201,-18.271345,-107.51248,-11.615269,-101.994804,-6.382589,-94.75584,-3.5247355,-86.7404,-2.0285048,-78.51567,-1.2563841,-71.4246,0.17442122,-76.85854,2.7178633,-82.65862,4.828387,-88.23185,7.6274676,-93.39323,10.782356,-97.58937,15.107009,-100.4181,20.496967,-101.23318,26.687578,-100.86002,32.993843,-99.354675,38.96452,-96.70496,44.408966,-93.21205,49.705944,-89.49021,54.63978,-84.59136,58.70902,-79.197205,62.00075,-73.732056,64.85559,-68.03517,66.96076,-62.191746,68.609665,-56.248604,69.12489,-50.41366,67.79786,-45.25144,64.63237,-40.526897,61.299118,-35.200104,58.32868,-31.026154,53.943584,-27.43564,48.95006,-24.31737,43.693363,-21.716011,38.342064,-19.25675,32.965313,-16.987625,27.482887,-13.66691,23.312124
xx_219,0.0037577762,7.3274603,28.898169,9.8486395,32.73228,12.026123,37.344433,14.42323,41.863396,17.030382,46.267544,19.864866,50.571003,22.97557,54.643284,26.399122,58.494328,30.043484,62.07304,33.65559,65.52254,37.247635,69.04904,41.084736,72.06241,45.42942,73.40527,50.0883,73.04636,54.55213,71.16449,58.54329,68.3124,62.322838,65.16994,65.90738,61.78213,69.11999,58.05151,72.24245,54.362606,74.89049,50.312286,76.857895,45.77284,78.44032,41.166225,79.03687,36.31557,78.81738,31.386059,77.618774,26.567907,75.322815,22.120007,72.27864,18.064474,68.68103,14.250129,65.84158,10.749252,74.832,9.901578,83.33164,6.99738,89.06016,0.19807974,93.24192,-8.115986,96.69323,-16.875906,99.90536,-25.80442,102.97385,-34.796898,106.578514,-43.48124,111.04781,-51.799484,115.340775,-60.274883,119.126564,-68.93539,121.944214,-77.968704,122.51049,-87.385124,118.03557,-94.55328,108.90088,-96.10447,99.37758,-94.41835,90.48861,-91.05017,82.09656,-86.615814,74.08205,-81.357704,66.403564,-75.52819,59.005695,-69.20608,51.88912,-62.50518,45.134327,-55.57613,38.62026,-48.610394,32.106014,-41.564636,25.842484,-34.28256,19.860632,-26.829823,14.003097,-19.215996,7.9539433,-12.266712,-8.21505,-12.243876,-14.277076,-19.108929,-20.186188,-26.728806,-26.19227,-34.213493,-32.30674,-41.407864,-38.63023,-48.28047,-45.00209,-55.01132,-51.65628,-61.75302,-58.67491,-68.3264,-66.06298,-74.62099,-73.76061,-80.460594,-81.7986,-85.6849,-90.1853,-90.167915,-99.03531,-93.58611,-108.4878,-95.42403,-117.654335,-94.034584,-122.204155,-87.024216,-121.69338,-77.70515,-119.0012,-68.738525,-115.259674,-60.050266,-110.99654,-51.580826,-106.50396,-43.239216,-102.89978,-34.528423,-99.77571,-25.547907,-96.59904,-16.630917,-93.129616,-7.906131,-88.98284,0.4732183,-83.24971,7.279273,-74.74546,10.209374,-65.596565,11.0105715,-68.81705,14.541697,-72.41416,18.322792,-75.4369,22.426676,-77.70901,26.925201,-78.925514,31.735277,-79.275734,36.654095,-78.63776,41.54001,-76.986946,46.171204,-75.182396,50.767082,-72.382034,54.748604,-69.12767,58.346184,-66.044464,62.164143,-62.40099,65.43623,-58.543957,68.539185,-54.631985,71.48928,-50.050266,73.19004,-45.389214,73.50953,-41.042393,72.05239,-37.24952,68.833984,-33.723896,65.21197,-30.076788,61.723312,-26.414665,58.136417,-23.042515,54.236816,-20.028116,50.09972,-17.262436,45.74997,-14.658684,41.313477,-12.315287,36.784294,-10.1735735,32.11401,-7.518804,28.690123
xx_220,0.0033438061,7.6982584,22.964285,10.671788,26.33274,13.255438,31.41371,15.76165,36.209644,18.527216,41.14909,21.58186,46.04083,24.922947,50.476135,28.558867,54.626648,32.612556,58.534454,36.876873,62.156612,41.3496,65.565994,46.271347,68.49767,51.637424,70.283356,57.14929,70.60733,62.2538,69.61102,66.73826,67.46977,70.64729,64.437004,73.89435,60.569576,76.31571,56.04042,78.02074,51.117657,79.24074,46.025795,79.79129,40.678913,79.20705,35.064133,77.93414,29.660578,75.91098,24.462349,72.79269,19.475891,69.42526,15.297856,65.79393,11.858413,61.674076,8.4876175,58.879887,5.384185,66.82008,3.7666059,75.386116,1.6520185,83.60691,-1.9461709,90.9755,-7.2250986,97.54356,-13.669469,103.629814,-20.763203,109.44753,-28.15577,115.101944,-35.652084,120.33167,-43.445465,125.34457,-51.338852,129.28194,-59.57565,131.92773,-68.32131,131.77275,-76.117355,125.8578,-81.239494,116.61787,-82.61084,106.99969,-82.007576,97.716095,-80.09241,88.884674,-77.0522,80.35957,-73.26978,72.180855,-68.96002,64.06978,-64.22641,56.17185,-59.166637,48.454426,-53.856575,40.896763,-48.488773,33.567055,-42.809555,26.600378,-36.521843,20.005499,-29.772861,13.934014,-22.537605,7.7835298,-16.147966,-8.079436,-15.772205,-14.073486,-22.214699,-20.13345,-29.368534,-26.77856,-36.313503,-33.746708,-42.60036,-40.995743,-48.39245,-48.506557,-53.729576,-56.199394,-58.98281,-64.04725,-64.08129,-72.1863,-68.81999,-80.45474,-73.13439,-88.9672,-76.899796,-97.82478,-79.93119,-107.07584,-81.912796,-116.718445,-82.583534,-125.94411,-81.11291,-132.1004,-76.03344,-132.1411,-67.90754,-129.55547,-59.31423,-125.489395,-51.003464,-120.627975,-43.029926,-115.213745,-35.298943,-109.60405,-27.768906,-103.640305,-20.370554,-97.51916,-13.223033,-90.82207,-6.9072285,-83.43342,-1.8318127,-75.227394,1.8828267,-66.49174,3.9599836,-58.25961,5.480504,-61.3752,8.604645,-65.6232,11.98389,-69.37324,15.325108,-72.85685,19.495722,-75.96444,24.450396,-78.08005,29.619432,-79.35573,35.00135,-80.00683,40.63102,-79.58247,46.05398,-78.337906,51.246414,-76.51952,56.23419,-73.976036,60.77367,-70.6026,64.68426,-66.5691,67.76788,-62.000298,70.0025,-56.80433,70.996086,-51.32132,70.51611,-46.00467,68.689735,-41.13574,65.714806,-36.726723,62.15703,-32.49312,58.51407,-28.361673,54.70221,-24.550232,50.574097,-21.224522,46.072563,-18.36058,41.1848,-15.751152,36.25062,-13.290875,31.396362,-10.724718,26.22277,-7.68357,22.751936
xx_221,0.009041477,5.906328,27.681458,8.722341,31.894924,11.358255,36.99781,14.005646,42.059402,16.76847,47.09473,19.680408,51.912582,23.326769,56.322838,27.11431,60.764065,30.908497,65.03326,34.700226,69.25957,39.358414,71.939644,44.841084,72.22736,50.361496,72.41228,55.10224,69.74527,59.775414,66.821724,64.44965,63.723763,68.23592,59.526154,72.32237,55.667534,76.11413,51.454098,79.47918,46.881603,82.93801,42.51133,85.4191,37.274323,87.591606,31.979036,88.95319,26.478615,89.42817,20.809326,88.44088,15.48487,85.92227,10.606855,82.5169,6.4378705,77.60286,3.4663515,73.49022,0.35278103,80.368034,-2.1545534,87.517654,-5.359596,93.651566,-9.994539,98.904106,-15.670965,102.99747,-22.533056,107.0348,-29.978897,111.72412,-36.578945,116.75516,-42.587177,121.61145,-49.15352,125.56249,-56.170975,127.40707,-63.746555,125.7786,-70.62482,120.88413,-75.64141,113.473656,-78.08959,105.01021,-78.072334,96.583145,-76.63013,88.63116,-74.32282,80.96491,-71.350266,73.30509,-67.76964,65.88964,-63.74926,58.73801,-59.325474,51.804607,-54.762463,45.004948,-49.855534,38.353153,-44.662,31.81912,-39.1856,25.50512,-33.46599,19.501867,-27.33469,14.107312,-20.917942,8.666326,-14.874177,-6.402397,-14.5637245,-12.01391,-20.043552,-17.54168,-26.495478,-23.533625,-32.470753,-29.810934,-38.206974,-36.298176,-43.538013,-42.99022,-48.476086,-49.779247,-53.270374,-56.802498,-57.8654,-63.947727,-62.216995,-71.220924,-66.292435,-78.7262,-69.91896,-86.379944,-73.018425,-94.25945,-75.48128,-102.50391,-77.314995,-111.074036,-77.96452,-119.39529,-76.58311,-125.83592,-72.26802,-128.19365,-65.18923,-126.62039,-57.46986,-123.379166,-50.17771,-118.38176,-44.173893,-112.63115,-38.600952,-107.753654,-32.131924,-104.437126,-24.599495,-100.67507,-17.41278,-96.555305,-10.416893,-91.0178,-4.8397007,-83.75127,-1.523211,-77.588776,1.3299937,-81.831436,4.634045,-86.11917,8.03734,-89.22721,12.618078,-91.13127,17.810226,-91.5665,23.400976,-90.7388,29.144676,-88.810745,34.67437,-86.21115,39.838154,-83.3874,44.834698,-79.83643,49.327988,-76.441,53.805,-72.236595,57.453754,-68.259895,61.502213,-64.142426,65.11402,-59.521767,68.094025,-54.903244,71.17463,-49.874954,73.17284,-44.386154,73.62781,-38.873226,72.65943,-34.208904,69.60276,-30.243805,65.459366,-26.354603,60.93665,-22.650316,56.56477,-19.170658,52.058903,-16.243841,47.15474,-13.422794,42.337273,-10.631034,37.42903,-7.7165303,32.31765,-4.489398,28.382376
xx_222,0.0056314785,4.937904,24.430962,7.042641,28.581713,9.177007,32.63668,11.43517,37.17655,13.849374,41.71129,16.664974,45.825512,19.781149,49.895184,23.417706,53.404297,27.6606,56.132275,31.953165,58.22087,37.07109,59.32073,42.087387,59.466507,47.26306,58.989464,52.32398,57.934597,57.11706,56.354923,61.86584,54.660522,66.36579,52.28419,70.82092,49.8646,74.816666,46.944473,78.74727,43.65355,82.53295,40.16626,85.74655,36.160267,88.54757,32.108616,90.42766,27.520924,91.12286,22.728712,90.666824,18.179575,88.70666,13.875822,86.159904,9.894048,82.40423,6.8448486,80.24477,3.4674232,87.508644,2.0526695,95.366264,-0.29390243,102.31373,-4.595139,108.44047,-10.152263,114.21713,-16.287884,119.81681,-22.64998,125.22249,-29.223984,130.0679,-36.12188,133.63019,-43.513863,135.3139,-51.590965,134.43454,-59.81713,130.37242,-66.65918,123.51093,-70.78211,115.21182,-72.114784,106.61692,-71.803986,98.29154,-70.4193,90.246666,-68.08843,82.43002,-65.17756,74.88099,-61.739155,67.5986,-57.84051,60.519062,-53.446297,53.512173,-48.82034,46.55209,-44.14197,39.689358,-39.292873,32.955215,-34.199215,26.434227,-28.87054,20.07054,-23.321892,14.018157,-17.47598,8.031208,-12.050357,-7.313547,-12.156805,-13.3932495,-17.182285,-19.461956,-23.07094,-25.914646,-28.60168,-32.465096,-33.878933,-39.191227,-39.065285,-46.03881,-43.97866,-53.075294,-48.653088,-60.134106,-53.16726,-67.32,-57.42479,-74.76382,-61.277046,-82.368095,-64.74851,-90.18931,-67.67023,-98.36503,-69.89065,-106.74498,-71.35878,-115.33232,-71.824936,-123.69806,-70.752846,-130.7889,-67.2654,-135.14871,-60.881737,-136.17712,-52.896263,-134.58531,-44.84466,-131.13138,-37.491177,-126.45932,-30.70187,-121.14323,-24.08528,-115.74434,-17.638985,-109.976944,-11.460479,-103.705055,-5.7776637,-96.91406,-1.0946714,-89.215126,1.761631,-82.19676,3.9516916,-85.78213,7.343301,-88.26611,10.710654,-90.70904,14.738286,-91.93378,19.331753,-91.70429,23.896399,-90.61187,28.530233,-88.65632,33.123634,-85.54548,37.1634,-82.132164,40.976162,-78.464966,44.494152,-74.32595,47.438797,-70.117455,50.535175,-65.64373,52.79881,-61.05233,55.006813,-56.420223,56.831512,-51.469543,58.357716,-46.33286,59.219963,-41.14508,59.74725,-35.927734,59.484352,-30.98584,58.257282,-26.55115,56.044964,-22.33704,53.14036,-18.841488,49.53867,-15.493741,45.56082,-12.661713,41.225117,-10.096384,36.833267,-7.7686367,32.19491,-5.2897434,27.780613,-3.2382264,24.1076
xx_223,0.0049992627,4.579002,28.469866,7.260855,32.102764,9.474002,38.09943,11.98487,43.377327,14.74046,49.035652,17.474562,54.66543,20.820675,59.74607,24.968464,64.00746,29.864927,68.03785,35.569355,69.791306,41.5884,70.49724,47.793003,70.18301,53.549137,68.112595,59.275265,66.391174,64.82095,64.06602,69.21136,60.267033,74.13272,56.68036,77.9438,52.336185,81.22541,47.20549,84.29629,42.47498,87.14682,37.01324,89.928894,32.05136,91.08705,25.962526,92.397766,20.949854,90.5718,14.999207,88.654,10.494766,84.66279,5.990003,80.23382,2.0256114,75.14356,-0.99614406,69.9436,-3.81265,76.72226,-4.7996902,85.28125,-5.1130123,92.498604,-7.2070494,99.14275,-11.535156,104.19999,-17.720263,109.482864,-24.484892,114.0241,-31.725056,118.965,-38.59036,123.45669,-45.967567,126.741264,-53.6742,128.17923,-61.414513,126.737335,-68.24284,121.913155,-72.71366,114.45745,-74.99414,105.89987,-75.31963,97.368904,-74.28912,88.93782,-72.15722,80.952835,-69.20992,73.07687,-65.59892,65.481735,-61.457752,58.413784,-56.85609,51.561073,-51.965637,44.6544,-46.7476,37.848682,-41.25956,31.448423,-35.779015,24.99944,-29.796738,19.040552,-23.375933,13.452471,-16.578999,7.7815433,-10.647065,-6.640736,-10.099513,-12.218117,-15.938885,-17.728746,-22.844172,-23.737795,-29.348587,-30.114298,-35.271626,-36.595753,-40.812973,-43.528816,-46.320656,-50.544743,-51.533092,-57.635197,-56.490906,-65.07177,-61.02917,-72.8576,-65.13594,-80.73618,-68.811,-88.75897,-71.875946,-97.17739,-74.33741,-105.93069,-75.80552,-114.592804,-75.80986,-122.3827,-73.83449,-127.90305,-69.563095,-130.04654,-62.85575,-128.93857,-55.07178,-125.50997,-47.191833,-121.32792,-39.55059,-116.35408,-32.729214,-111.75138,-25.184196,-107.116066,-18.06574,-101.43997,-12.206991,-96.0564,-6.885276,-88.378204,-4.5675626,-80.433266,-4.4274745,-72.64646,-4.2485933,-75.16156,-1.4005765,-80.632706,1.3148048,-85.41657,4.798651,-88.97503,10.192525,-91.61325,15.528333,-91.61598,21.170052,-91.67553,27.134964,-89.34282,32.313503,-87.55143,38.33681,-84.705,43.570972,-80.65025,48.142918,-77.86954,53.548817,-73.21516,57.175392,-68.043175,60.492477,-63.91536,64.72742,-57.954113,66.65582,-52.480633,68.67542,-46.57389,70.454666,-40.299866,71.001396,-34.258907,70.08901,-28.908558,67.802765,-24.347115,63.917263,-19.9008,59.512173,-15.878275,55.46063,-13.132108,49.843697,-10.075324,44.401978,-7.342181,39.311176,-5.00986,33.02968,-2.5599852,28.96814
Dryas_iulia,0.009669,6.237931,29.932188,8.487116,33.967274,10.593569,38.27271,12.760899,42.611763,15.008933,46.923626,17.233007,51.38136,19.449438,55.787636,21.857801,60.204094,25.093895,63.803528,29.253145,66.22553,34.036087,66.97085,39.037796,66.30774,43.912502,64.80383,48.45162,62.6651,52.829002,60.110474,57.044193,57.343403,61.099396,54.27217,64.69414,50.877003,68.17926,47.18436,71.32152,43.33117,74.10205,39.22346,76.86916,34.9391,79.569664,30.599083,82.17978,26.250551,84.57466,21.855135,86.441315,17.36334,87.35429,12.866063,86.94306,8.512268,85.33845,4.4951253,83.37278,0.5545038,89.79111,-3.2023244,95.86143,-8.577856,101.0508,-14.9586115,106.04879,-21.577837,111.58967,-27.636946,117.94109,-33.05074,124.456,-38.33407,130.66032,-43.96268,135.42323,-50.65527,137.62929,-58.472527,135.59384,-65.992935,129.35052,-70.530914,121.09469,-72.05006,112.571396,-71.741104,104.17572,-70.57441,95.97028,-68.5667,88.04729,-65.92106,80.3231,-62.737362,72.91042,-59.076183,65.78939,-55.023502,58.864063,-50.75842,52.082443,-46.418472,45.263245,-41.990906,38.541546,-37.281174,31.901186,-32.310665,25.416782,-26.969652,19.283394,-21.443102,13.537376,-15.462254,8.186382,-9.744043,-7.6001244,-10.516745,-13.137922,-15.624696,-18.976667,-21.754387,-25.18082,-27.434875,-31.645586,-32.920197,-38.448746,-38.161057,-45.33115,-43.13261,-52.20154,-47.894093,-59.356724,-52.585495,-66.52525,-56.94174,-73.86719,-60.972507,-81.39036,-64.568405,-89.10017,-67.63334,-97.14552,-70.25671,-105.43775,-72.26677,-113.991936,-73.482834,-122.717445,-73.70227,-131.19632,-72.19678,-137.46098,-67.36389,-139.50597,-59.81855,-137.23453,-51.752155,-132.36835,-44.88154,-126.08878,-38.968002,-119.53586,-33.489437,-113.380264,-27.566275,-107.882484,-21.118149,-102.718475,-14.607363,-97.45919,-8.459754,-90.709625,-3.72772,-84.19571,0.054673173,-86.51344,3.8692331,-88.62524,8.016611,-89.11234,12.590176,-88.192604,17.2833,-86.13801,21.953627,-83.70511,26.656086,-80.79722,31.199514,-78.03086,35.715332,-74.94022,40.048912,-71.737076,44.225193,-68.42889,48.225246,-64.66341,51.884872,-60.65134,55.33686,-56.376205,58.395523,-51.89365,61.193962,-47.155983,63.749947,-42.185947,65.72375,-36.98697,66.96598,-31.651001,67.30062,-26.56295,66.186966,-22.317616,63.485405,-19.08947,59.458275,-16.408764,55.044598,-13.920015,50.38179,-11.529219,45.84633,-9.114911,41.274433,-6.754259,36.677002,-4.8228073,32.051052,-2.5842433,28.390392
xx_224,0.0030563923,8.224,25.422071,10.342239,30.193453,12.224483,35.622005,14.722895,40.72167,17.861567,45.477432,21.318602,50.096382,24.974596,54.6104,29.089394,58.74913,33.503216,62.46098,38.17341,65.82754,43.226414,68.403595,48.82864,69.746506,54.68744,69.78459,60.45487,69.042046,65.904076,67.26195,71.20384,64.958725,76.02828,61.9092,80.51851,58.387733,84.56228,54.483948,87.941956,49.876274,90.628136,44.89104,92.57902,39.5022,94.21934,34.024372,95.22507,28.483307,95.14641,22.723927,94.147125,17.128376,92.1647,11.922565,89.03931,7.3351665,85.374344,3.5004196,81.25939,0.13947964,88.24202,-1.6415774,95.094925,-4.245132,100.745636,-8.669617,105.38273,-14.228439,109.20204,-20.623793,112.21897,-27.466576,114.47658,-34.63733,116.339645,-41.93792,117.40463,-49.487526,117.55662,-57.214947,116.88727,-64.88758,114.99393,-72.11571,110.25399,-77.35397,103.25728,-79.091866,95.76136,-78.17425,88.51673,-75.934006,81.53623,-72.94349,74.78047,-69.54363,68.16137,-65.81507,61.79253,-61.756565,55.516094,-57.41173,49.401093,-52.891792,43.39137,-48.13358,37.425304,-43.180725,31.602825,-38.09309,25.9347,-32.815002,20.492779,-27.278008,15.397368,-21.560455,10.266255,-16.01715,-10.357379,-15.814894,-15.44983,-21.125328,-20.47046,-26.863714,-25.866482,-32.35378,-31.527956,-37.62812,-37.40318,-42.748222,-43.385406,-47.667908,-49.423706,-52.39459,-55.41982,-56.9383,-61.737625,-61.137596,-68.176544,-65.26314,-74.823166,-69.002144,-81.572556,-72.49322,-88.519554,-75.48771,-95.79115,-77.8077,-103.250374,-78.78424,-110.3729,-77.36876,-115.34956,-72.422874,-117.44397,-65.252945,-117.99861,-57.521187,-117.851654,-49.71442,-116.758934,-42.015583,-114.838135,-34.567688,-112.47835,-27.295698,-109.47621,-20.436192,-105.60622,-13.996218,-100.85534,-8.36513,-94.99731,-3.9105978,-88.01331,-1.4040492,-80.94055,0.36222827,-85.317635,3.7038455,-89.2357,7.4534216,-92.38196,12.024412,-94.42973,17.18811,-95.37971,22.86237,-95.40917,28.609507,-94.44801,34.400436,-92.79917,39.96505,-90.62042,45.30454,-87.9864,50.337395,-84.55703,54.908974,-80.44259,58.825047,-75.86086,62.303215,-70.91273,65.20468,-65.567375,67.522644,-59.95636,69.14512,-54.158558,69.903946,-48.249084,69.79225,-42.6661,68.29354,-37.73185,65.39334,-33.10013,61.90551,-28.678375,58.16911,-24.713804,53.959587,-21.162281,49.48529,-17.816038,44.724976,-14.717276,39.85975,-12.236338,34.830414,-10.493732,29.251886,-8.423553,24.601076
Boloria_aquilonaris,0.003143,8.75599,27.02707,11.388309,31.736658,13.964165,36.976173,16.900227,42.00122,20.142103,46.881363,23.59369,51.556076,27.361387,55.98289,31.391996,60.17059,35.65736,63.998287,40.232956,67.540306,45.02932,70.1615,50.339336,71.755424,55.979263,70.804565,61.749527,69.53925,67.14569,67.41441,72.29478,64.67986,77.349266,61.99003,81.46445,58.011036,85.47127,53.84885,88.461105,49.13506,90.12638,43.59912,91.42665,38.00241,92.53146,32.44531,93.271645,26.837187,93.03455,21.206951,92.17518,15.609466,90.31544,10.440037,87.58885,5.7728252,84.008575,1.9617642,79.89798,-1.4395416,86.53165,-3.6309636,93.290855,-6.477889,99.06353,-10.507211,103.89271,-15.619415,108.22227,-21.35372,111.50321,-27.887653,114.04243,-34.916073,116.02004,-42.052948,117.160255,-49.530197,116.91466,-57.12052,116.039825,-64.65078,114.200096,-71.83157,109.93771,-77.15948,103.45321,-79.09595,96.46687,-78.18273,89.45014,-75.76931,82.62103,-72.63322,75.977036,-69.12907,69.4051,-65.37893,62.989376,-61.38503,56.8354,-57.110924,50.629906,-52.78061,44.56883,-48.19536,38.634758,-43.567135,32.80758,-38.68915,27.102297,-33.652073,21.672419,-28.4978,16.492159,-23.296358,11.037501,-18.202919,-10.301892,-18.367516,-15.713782,-23.029068,-20.937704,-28.200811,-26.438864,-33.242203,-32.162743,-37.97552,-37.895477,-42.632042,-43.80042,-47.17096,-49.853596,-51.518837,-56.026245,-55.73058,-62.20227,-59.876637,-68.6134,-63.73671,-75.10284,-67.33606,-81.77864,-70.70381,-88.42511,-73.80734,-95.33463,-76.28844,-102.527626,-77.706635,-109.24221,-76.68268,-114.1281,-72.364044,-116.392624,-65.42918,-117.35447,-58.016136,-117.442635,-50.383446,-116.48049,-42.994396,-114.702965,-35.706898,-112.13225,-28.684437,-109.23191,-22.022451,-105.253075,-15.868121,-100.46955,-10.540087,-94.765274,-6.2041883,-88.2683,-3.2415392,-81.80192,-0.768289,-85.50943,2.8065286,-88.70969,6.763038,-91.01682,11.376833,-92.37242,16.545795,-92.99398,22.11448,-92.756966,27.756157,-92.1486,33.40284,-91.07645,38.981,-89.660866,44.48061,-87.435265,49.673916,-84.65038,54.376343,-80.883354,58.369007,-76.69774,61.928577,-71.9955,64.75866,-66.966034,67.16776,-61.698368,69.23223,-56.220394,70.2112,-50.68999,70.71847,-45.365982,69.843895,-40.44095,67.34359,-35.88314,63.92448,-31.607002,60.197887,-27.506824,56.18379,-23.818172,51.88594,-20.43211,47.371445,-17.291845,42.57439,-14.441927,37.678947,-11.867913,32.75712,-9.092636,28.462942
